package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/create-licenses/create-license-form.tsx	415	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-415	7
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/create-licenses/page.tsx	32	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-32	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/page.tsx	14	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-14	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/schools/page.tsx	15	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-15	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/article-test-genarate.tsx	54	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-54	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/audio-test-word.tsx	45	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-45	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/audio-test.tsx	47	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-47	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/generate-images.tsx	38	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-38	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/page.tsx	41	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-41	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/roles-management.tsx	12	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-12	1
