package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/components/ui/sidebar.tsx	726	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-726	0
apps/primary-advantage	apps/primary-advantage/components/ui/skeleton.tsx	13	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-13	0
apps/primary-advantage	apps/primary-advantage/components/ui/sonner.tsx	25	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-25	0
apps/primary-advantage	apps/primary-advantage/components/ui/table.tsx	116	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-116	0
apps/primary-advantage	apps/primary-advantage/components/ui/tabs.tsx	66	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-66	0
apps/primary-advantage	apps/primary-advantage/components/ui/textarea.tsx	18	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-18	0
apps/primary-advantage	apps/primary-advantage/components/ui/tooltip.tsx	61	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-61	0
apps/primary-advantage	apps/primary-advantage/components/update-user-license.tsx	126	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-126	4
apps/primary-advantage	apps/primary-advantage/components/user-avatar.tsx	26	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-26	0
apps/primary-advantage	apps/primary-advantage/components.json	21	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-21	0
