package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/components/ui/context-menu.tsx	252	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-252	0
apps/primary-advantage	apps/primary-advantage/components/ui/copy-button.tsx	57	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-57	1
apps/primary-advantage	apps/primary-advantage/components/ui/dialog.tsx	140	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-140	0
apps/primary-advantage	apps/primary-advantage/components/ui/dropdown-menu.tsx	257	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-257	0
apps/primary-advantage	apps/primary-advantage/components/ui/form.tsx	167	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-167	0
apps/primary-advantage	apps/primary-advantage/components/ui/input.tsx	21	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-21	0
apps/primary-advantage	apps/primary-advantage/components/ui/label.tsx	24	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-24	0
apps/primary-advantage	apps/primary-advantage/components/ui/popover.tsx	48	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-48	0
apps/primary-advantage	apps/primary-advantage/components/ui/progress.tsx	31	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-31	0
apps/primary-advantage	apps/primary-advantage/components/ui/radio-group.tsx	45	coder-minimax-m3/primary-advantage-065	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-065.md	1-45	0
