package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/teachers/add/page.tsx	324	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-324	4
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/teachers/page.tsx	16	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/error/page.tsx	9	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-9	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/forgot-password/page.tsx	5	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/layout.tsx	45	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-45	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/signin/page.tsx	30	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-30	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/signup/page.tsx	5	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/layout.tsx	86	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-86	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/dashboard/page.tsx	10	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-10	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/layout.tsx	16	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-16	0
