package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/actions/pratice.ts	137	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-137	2
apps/primary-advantage	apps/primary-advantage/actions/question.ts	196	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-196	2
apps/primary-advantage	apps/primary-advantage/actions/signupAction.ts	27	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-27	1
apps/primary-advantage	apps/primary-advantage/actions/singinAction.ts	41	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-41	1
apps/primary-advantage	apps/primary-advantage/actions/test.ts	132	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-132	3
apps/primary-advantage	apps/primary-advantage/actions/user.ts	101	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-101	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/about/page.tsx	21	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-21	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/authors/page.tsx	13	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/contact/page.tsx	15	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-15	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/layout.tsx	58	measure-jr-green/primary-advantage-003	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-003.md	1-58	1
