package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/reports/page.tsx	46	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-46	4
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/student-progress/[id]/page.tsx	53	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-53	3
apps/primary-advantage	apps/primary-advantage/app/api/articles/[articleId]/route.ts	12	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-12	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/approve/route.ts	6	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/route.ts	13	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/save/route.ts	6	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/route.ts	15	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-15	2
apps/primary-advantage	apps/primary-advantage/app/api/articles/questions/[articleId]/route.ts	45	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-45	3
apps/primary-advantage	apps/primary-advantage/app/api/articles/questions/feedback/route.ts	13	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/route.ts	14	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-14	1
