package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/data/title-a2.json	609	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-609	0
apps/primary-advantage	apps/primary-advantage/data/whats-my-level-mean.json	58	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-58	0
apps/primary-advantage	apps/primary-advantage/eslint.config.mjs	10	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-10	1
apps/primary-advantage	apps/primary-advantage/hooks/use-current-role.ts	8	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-8	0
apps/primary-advantage	apps/primary-advantage/hooks/use-current-user.ts	12	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-12	0
apps/primary-advantage	apps/primary-advantage/hooks/use-layout.tsx	160	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-160	0
apps/primary-advantage	apps/primary-advantage/hooks/use-lock-body.ts	12	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-12	0
apps/primary-advantage	apps/primary-advantage/hooks/use-mobile.ts	19	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-19	0
apps/primary-advantage	apps/primary-advantage/hooks/use-permissions.ts	119	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-119	0
apps/primary-advantage	apps/primary-advantage/i18n/navigation.ts	7	coder-xiaomi-mimo-v2-5/primary-advantage-078	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-078.md	1-7	0
