package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/page.tsx	287	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-287	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/privacy-policy/page.tsx	162	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-162	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/(index)/terms/page.tsx	136	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-136	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/settings/layout.tsx	14	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-14	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/settings/school-profile/page.tsx	168	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-168	3
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/settings/user-profile/page.tsx	219	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-219	3
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/student/assignments/page.tsx	13	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-13	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/student/history/page.tsx	24	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-24	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/student/layout.tsx	15	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-15	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/(student)/student/lesson/[id]/page.tsx	77	line-review-batch-004	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-004.md	1-77	2
