package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/data/cefr-article-prompts.json	72	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-72	2
apps/primary-advantage	apps/primary-advantage/data/cefr-level-evaluation-prompts.json	26	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-26	2
apps/primary-advantage	apps/primary-advantage/data/db.json	15	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-15	1
apps/primary-advantage	apps/primary-advantage/data/genres.json	180	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-180	0
apps/primary-advantage	apps/primary-advantage/data/images/temp.jpg	0	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-0	1
apps/primary-advantage	apps/primary-advantage/data/level-test.json	382	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-382	2
apps/primary-advantage	apps/primary-advantage/data/new-article-prompts.json	40	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-40	1
apps/primary-advantage	apps/primary-advantage/data/new-level-evaluation-prompts.json	30	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-30	0
apps/primary-advantage	apps/primary-advantage/data/prompts-ai.ts	196	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-196	1
apps/primary-advantage	apps/primary-advantage/data/prompts-combined-LA.json	67	coder-minimax-m3/primary-advantage-075	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-075.md	1-67	2
