package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/i18n/request.ts	16	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-16	0
apps/primary-advantage	apps/primary-advantage/i18n/routing.ts	9	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-9	0
apps/primary-advantage	apps/primary-advantage/lib/__tests__/utils.test.ts	198	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-198	0
apps/primary-advantage	apps/primary-advantage/lib/calculateLevel.ts	52	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-52	1
apps/primary-advantage	apps/primary-advantage/lib/events.ts	33	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-33	1
apps/primary-advantage	apps/primary-advantage/lib/fsrs-service.ts	197	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-197	1
apps/primary-advantage	apps/primary-advantage/lib/get-query-client.ts	25	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-25	0
apps/primary-advantage	apps/primary-advantage/lib/permissions.ts	232	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-232	2
apps/primary-advantage	apps/primary-advantage/lib/session.ts	21	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-21	0
apps/primary-advantage	apps/primary-advantage/lib/storage-config.ts	42	coder-vocengine-ark-code-latest/primary-advantage-079	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-079.md	1-42	1
