package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/upload-test.tsx	51	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-51	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/assignments/[id]/page.tsx	5	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/assignments/page.tsx	14	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-14	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/[classroomId]/enrollment/page.tsx	157	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-157	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/[classroomId]/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/page.tsx	12	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-12	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/dashboard/page.tsx	6	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/layout.tsx	16	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-16	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/my-classes/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/my-students/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	2
