package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-sentence-collection.tsx	194	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-194	1
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-sentence-flashcards.tsx	34	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-34	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-short-answer.tsx	34	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-34	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-collection.tsx	182	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-182	2
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-flashcards.tsx	38	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-38	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-matching.tsx	38	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-38	0
apps/primary-advantage	apps/primary-advantage/components/manage-tab.tsx	349	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-349	2
apps/primary-advantage	apps/primary-advantage/components/nav/main-nav.tsx	73	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-73	0
apps/primary-advantage	apps/primary-advantage/components/nav/mobile-nav.tsx	45	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-45	1
apps/primary-advantage	apps/primary-advantage/components/nav/new-main-nav.tsx	43	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-43	0
