package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/marketing	apps/marketing/.env.example	5	coder-vocengine-ark-code-latest/marketing-app-001	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-001.md	1-5	1
apps/marketing	apps/marketing/.gitignore	7	coder-vocengine-ark-code-latest/marketing-app-001	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-001.md	1-7	0
apps/marketing	apps/marketing/app/__tests__/phase-1-boot-adversarial.test.ts	209	coder-vocengine-ark-code-latest/marketing-app-001	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-001.md	1-209	1
apps/marketing	apps/marketing/app/__tests__/phase-1-boot.test.ts	213	coder-vocengine-ark-code-latest/marketing-app-001	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-001.md	1-213	0
apps/marketing	apps/marketing/app/__tests__/phase-3-settings-adversarial.test.ts	475	coder-vocengine-ark-code-latest/marketing-app-001	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-001.md	1-475	2
apps/marketing	apps/marketing/app/__tests__/phase-3-settings.test.ts	451	coder-minimax-m3/marketing-app-002	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-002.md	1-451	3
apps/marketing	apps/marketing/app/__tests__/phase-4-campaigns.test.ts	375	coder-minimax-m3/marketing-app-002	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-002.md	1-375	5
apps/marketing	apps/marketing/app/__tests__/phase-5-topics.test.ts	395	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-395	0
apps/marketing	apps/marketing/app/__tests__/phase-6-script.test.ts	453	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-453	0
apps/marketing	apps/marketing/app/api/auth/login/route.ts	21	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-21	1
apps/marketing	apps/marketing/app/api/auth/logout/route.ts	2	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-2	0
apps/marketing	apps/marketing/app/api/auth/session/route.ts	2	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-2	0
apps/marketing	apps/marketing/app/api/campaigns/[id]/route.ts	88	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-88	2
apps/marketing	apps/marketing/app/api/campaigns/route.ts	39	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-39	2
apps/marketing	apps/marketing/app/api/health/db/route.ts	18	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-18	0
apps/marketing	apps/marketing/app/api/settings/route.ts	55	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-55	2
apps/marketing	apps/marketing/app/api/settings/test-connection/route.ts	29	coder-deepseek-v4-flash/marketing-app-003	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-003.md	1-29	1
apps/marketing	apps/marketing/app/api/video/generate-script/route.ts	71	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-71	4
apps/marketing	apps/marketing/app/api/video/projects/route.ts	44	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-44	2
apps/marketing	apps/marketing/app/api/video/research-topics/route.ts	78	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-78	4
apps/marketing	apps/marketing/app/api/video/save-topics/route.ts	33	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-33	2
apps/marketing	apps/marketing/app/campaigns/[id]/page.tsx	147	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-147	2
apps/marketing	apps/marketing/app/campaigns/[id]/video/page.tsx	596	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-596	1
apps/marketing	apps/marketing/app/campaigns/page.tsx	223	coder-xiaomi-mimo-v2-5-pro/marketing-app-004	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-004.md	1-223	1
apps/marketing	apps/marketing/app/layout.tsx	69	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-69	0
apps/marketing	apps/marketing/app/lib/ai.ts	2	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-2	0
apps/marketing	apps/marketing/app/lib/campaign-status.ts	21	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-21	0
apps/marketing	apps/marketing/app/lib/db.ts	3	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-3	0
apps/marketing	apps/marketing/app/lib/encryption.ts	53	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-53	0
apps/marketing	apps/marketing/app/lib/scene-editor.ts	36	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-36	0
apps/marketing	apps/marketing/app/lib/script-generation.ts	22	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-22	0
apps/marketing	apps/marketing/app/lib/script-schema.ts	61	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-61	0
apps/marketing	apps/marketing/app/lib/storage.ts	5	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-5	0
apps/marketing	apps/marketing/app/lib/topic-dedup.ts	24	coder-xiaomi-mimo-v2-5/marketing-app-005	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-005.md	1-24	0
apps/marketing	apps/marketing/app/lib/topic-research.ts	27	coder-vocengine-ark-code-latest/marketing-app-006	reviewed	measure/tracks/marketing_app_review_20260626/line-review/evidence/marketing-app-006.md	1-27	1
